word,defid,score,place,rankings,average_ranking,std_ranking,equal,log_bin,familiar,meaning_opinion,proper_noun,formal
kadiddlehopper,7804379,-1,1,"[3, 2, 2, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,both,proper_noun_yes,formal_no
flat ass,1481438,174,1,"[1, 3, 3, 2, 3]",2.4,0.8,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
i'd tap that,1381545,1339,0,"[2, 2, 1, 1, 1]",1.4,0.489897949,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_yes,meaning,proper_noun_no,formal_no
darcy,6312278,61,2,"[3, 2, 1, 2, 1]",1.8,0.748331477,"['none', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",4,familiar_no,opinion,proper_noun_yes,formal_yes
pookie,4275517,-6,2,"[1, 2, 1, 3, 2]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
nerd,429851,-3,2,"[2, 2, 2, 2, 2]",2,0,"['none', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",8,familiar_no,meaning,proper_noun_no,formal_unclear
sarah,5183047,71,2,"[1, 2, 1, 3, 2]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",8,familiar_no,opinion,proper_noun_yes,formal_unclear
laura,8204250,-40,2,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'none', 'none', 'none']",5,familiar_no,opinion,proper_noun_yes,formal_no
ftv,2829259,15,1,"[3, 3, 3, 3, 3]",3,0,"['non_offensive', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
emo,150125,43157,0,"[3, 1, 3, 3, 3]",2.6,0.8,"['none', 'none', 'all_offensive', 'none', 'none']",10,familiar_no,meaning,proper_noun_no,formal_no
wtfk,5210870,10,1,"[3, 3, 2, 3, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
sarcast,1100077,3,1,"[2, 3, 2, 3, 1]",2.2,0.748331477,"['none', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
united states of america,792749,1682,0,"[3, 2, 3, 2, 2]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_yes,formal_no
inferno,1332186,-68,2,"[1, 1, 1, 2, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
fuckboy,7906533,14930,0,"[2, 2, 2, 1, 1]",1.6,0.489897949,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'all_offensive']",8,familiar_no,meaning,proper_noun_no,formal_no
racer,3981343,-1,2,"[3, 1, 1, 1, 1]",1.4,0.8,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,both,proper_noun_no,formal_no
poop,284837,8566,0,"[3, 2, 1, 1, 2]",1.8,0.748331477,"['non_offensive', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
dat boi,9668217,197,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'non_offensive', 'non_offensive', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
bukaki,160040,539,0,"[3, 2, 2, 1, 2]",2,0.632455532,"['none', 'all_offensive', 'none', 'all_offensive', 'all_offensive']",3,familiar_yes,meaning,proper_noun_no,formal_no
puddi,5403813,145,0,"[1, 2, 2, 1, 1]",1.4,0.489897949,"['none', 'non_offensive', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
religion,2657382,-10,2,"[2, 1, 2, 1, 3]",1.8,0.748331477,"['none', 'non_offensive', 'all_offensive', 'none', 'all_offensive']",8,familiar_yes,opinion,proper_noun_no,formal_yes
lily,2655623,2702,1,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'none']",6,familiar_no,meaning,proper_noun_yes,formal_no
rawr,8045264,0,2,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
house frau,5979685,-8,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'all_offensive', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
ja rule,761421,2130,1,"[3, 3, 2, 2, 3]",2.6,0.489897949,"['all_offensive', 'none', 'none', 'none', 'all_offensive']",7,familiar_no,both,proper_noun_no,formal_no
law school,8860892,3,2,"[2, 3, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'non_offensive']",3,familiar_yes,both,proper_noun_no,formal_yes
surrender,283260,118,0,"[3, 2, 2, 3, 3]",2.6,0.489897949,"['none', 'non_offensive', 'all_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,both,proper_noun_no,formal_no
skank,246248,8980,0,"[2, 1, 3, 1, 1]",1.6,0.8,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_no
corndog,170487,200,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
spread,2795352,117,1,"[3, 2, 3, 3, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
pampers,68067,-30,2,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
kier,304453,17,1,"[1, 1, 1, 2, 1]",1.2,0.4,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
julian casablancas,281957,1662,0,"[1, 2, 2, 2, 1]",1.6,0.489897949,"['non_offensive', 'none', 'none', 'non_offensive', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
flat out like a lizard drinkin,1268371,17,0,"[3, 2, 2, 3, 1]",2.2,0.748331477,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",1,familiar_no,meaning,proper_noun_no,formal_no
spam,2068223,3964,0,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'non_offensive']",7,familiar_yes,meaning,proper_noun_no,formal_yes
bible,3072885,3580,1,"[1, 1, 2, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_yes
linkin park,1570055,3384,0,"[2, 1, 1, 3, 3]",2,0.894427191,"['none', 'non_offensive', 'none', 'none', 'non_offensive']",6,familiar_no,opinion,proper_noun_yes,formal_no
rice,85955,1040,0,"[3, 3, 3, 2, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
alex,2744791,3245,1,"[2, 3, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
yeth,5901322,-29,2,"[1, 1, 3, 3, 3]",2.2,0.979795897,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_unclear
depression,6825623,9,2,"[2, 2, 2, 2, 2]",2,0,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",6,familiar_yes,both,proper_noun_no,formal_yes
yankees,661378,1213,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,opinion,proper_noun_yes,formal_no
boo,508005,3672,1,"[3, 1, 3, 3, 1]",2.2,0.979795897,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
miley cyrus,2797977,10212,0,"[2, 1, 1, 1, 1]",1.2,0.4,"['none', 'all_offensive', 'all_offensive', 'all_offensive', 'all_offensive']",7,familiar_yes,meaning,proper_noun_yes,formal_yes
herb,7088383,1,2,"[2, 3, 1, 1, 2]",1.8,0.748331477,"['all_offensive', 'none', 'all_offensive', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
vulture,5136250,4,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'non_offensive', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
soyl,6888860,60,1,"[1, 2, 3, 3, 3]",2.4,0.8,"['non_offensive', 'non_offensive', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
arthur,6731095,52,2,"[3, 1, 1, 1, 1]",1.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_yes,meaning,proper_noun_yes,formal_yes
boss hogg,2458098,141,0,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
emo pants,1884815,-212,2,"[2, 1, 1, 1, 3]",1.6,0.8,"['non_offensive', 'non_offensive', 'none', 'none', 'all_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
ella,6516237,22,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'non_offensive', 'none']",6,familiar_yes,meaning,proper_noun_yes,formal_no
thats what she said,1927927,6,2,"[2, 3, 2, 2, 2]",2.2,0.4,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",4,familiar_yes,meaning,proper_noun_no,formal_no
yalking,2879090,6,0,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
awesome,1967668,1261,1,"[1, 3, 1, 1, 1]",1.4,0.8,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_yes,formal_no
priya,2762783,251,1,"[2, 3, 3, 3, 3]",2.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_yes,formal_yes
mien,2210274,124,0,"[2, 2, 2, 2, 2]",2,0,"['all_offensive', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
dana,3034806,1287,1,"[2, 3, 3, 3, 1]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,opinion,proper_noun_yes,formal_yes
pie,582547,1420,0,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",7,familiar_yes,meaning,proper_noun_yes,formal_yes
chode,1935994,-8,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",9,familiar_no,meaning,proper_noun_no,formal_no
twospace,3096644,13,0,"[1, 2, 1, 1, 2]",1.4,0.489897949,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",1,familiar_no,both,proper_noun_no,formal_no
gothic,749812,446,0,"[2, 2, 1, 3, 2]",2,0.632455532,"['non_offensive', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_yes
loose cannon,483729,252,0,"[3, 2, 2, 1, 2]",2,0.632455532,"['none', 'none', 'non_offensive', 'none', 'none']",4,familiar_yes,meaning,proper_noun_no,formal_yes
faggot,1127498,14047,0,"[1, 2, 2, 1, 2]",1.6,0.489897949,"['none', 'none', 'none', 'non_offensive', 'non_offensive']",8,familiar_no,meaning,proper_noun_no,formal_no
gang,1814958,1709,0,"[2, 2, 2, 3, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",4,familiar_yes,meaning,proper_noun_no,formal_yes
stardoll,3672195,249,0,"[1, 1, 3, 3, 3]",2.2,0.979795897,"['all_offensive', 'none', 'all_offensive', 'all_offensive', 'all_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
eunuchorn,1947191,16,1,"[2, 2, 2, 2, 3]",2.2,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
thats what she said,1284659,1788,0,"[3, 2, 3, 3, 3]",2.8,0.4,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
sfp,1516135,-7,2,"[1, 1, 2, 2, 1]",1.4,0.489897949,"['none', 'non_offensive', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
chris,4131807,181,2,"[2, 2, 2, 2, 2]",2,0,"['none', 'non_offensive', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
grierson,4640272,-11,2,"[3, 3, 3, 3, 1]",2.6,0.8,"['none', 'non_offensive', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
scene,1135513,16840,0,"[1, 1, 1, 2, 1]",1.2,0.4,"['none', 'none', 'none', 'all_offensive', 'none']",9,familiar_no,both,proper_noun_no,formal_no
nig time,5571238,30,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'non_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
plonker,1034314,537,1,"[3, 3, 3, 3, 3]",3,0,"['all_offensive', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
scene kid,1182799,2263,0,"[2, 1, 2, 2, 2]",1.8,0.4,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
twilight,6639184,2,2,"[2, 3, 2, 1, 1]",1.8,0.748331477,"['none', 'none', 'all_offensive', 'none', 'none']",8,familiar_yes,opinion,proper_noun_no,formal_no
supra,2429212,3,2,"[1, 1, 2, 1, 1]",1.2,0.4,"['none', 'none', 'non_offensive', 'none', 'none']",4,familiar_no,opinion,proper_noun_yes,formal_no
mep,1847873,-1,2,"[3, 2, 1, 1, 3]",2,0.894427191,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
kidult,1343728,79,1,"[3, 2, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'all_offensive', 'non_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
pimp,820418,6957,0,"[2, 2, 2, 2, 3]",2.2,0.4,"['none', 'none', 'non_offensive', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
deviantart,724746,1705,0,"[1, 1, 1, 2, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,opinion,proper_noun_no,formal_no
stunna,251254,941,0,"[3, 2, 1, 2, 1]",1.8,0.748331477,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
life,139509,12219,0,"[1, 2, 1, 1, 2]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
devon,5263335,505,0,"[1, 1, 2, 1, 1]",1.2,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
goat,295789,670,1,"[1, 1, 2, 3, 1]",1.6,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_no
pikey,844595,-3,2,"[3, 2, 2, 1, 1]",1.8,0.748331477,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
springfield,5046686,3,2,"[3, 1, 2, 3, 3]",2.4,0.8,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,opinion,proper_noun_yes,formal_no
biffed it,6062788,-36,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",2,familiar_yes,meaning,proper_noun_yes,formal_yes
art vandelay,61582,160,1,"[2, 2, 1, 2, 3]",2,0.632455532,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",1,familiar_no,meaning,proper_noun_yes,formal_no
stoner,254176,-22,2,"[3, 3, 2, 3, 3]",2.8,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_no
crepes,381070,16,1,"[3, 3, 3, 3, 3]",3,0,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
tiger bite,2827910,-6,2,"[3, 2, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'non_offensive', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
slam,65851,155,1,"[1, 3, 1, 1, 3]",1.8,0.979795897,"['non_offensive', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
420,2055785,3275,1,"[3, 2, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
gully,46524,638,1,"[3, 1, 3, 2, 3]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
lunder,7798300,0,2,"[2, 2, 2, 3, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
bk,5626,562,1,"[2, 3, 3, 3, 3]",2.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",6,familiar_yes,meaning,proper_noun_yes,formal_yes
grebo,569781,143,0,"[2, 2, 3, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
buffalo,5410210,350,0,"[1, 1, 1, 3, 1]",1.4,0.8,"['none', 'none', 'non_offensive', 'non_offensive', 'none']",6,familiar_no,both,proper_noun_yes,formal_yes
hard,406878,654,1,"[2, 2, 3, 1, 3]",2.2,0.748331477,"['none', 'none', 'none', 'none', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_no
snitch,8314152,1,2,"[1, 3, 1, 1, 2]",1.6,0.8,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
bbw,305734,5413,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,meaning,proper_noun_yes,formal_yes
girls gone wild,869402,554,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,opinion,proper_noun_no,formal_no
barney,901817,1411,0,"[3, 2, 2, 2, 2]",2.2,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",6,familiar_yes,both,proper_noun_yes,formal_no
value village,808377,-52,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'non_offensive', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
twat,122084,2265,1,"[1, 1, 2, 2, 2]",1.6,0.489897949,"['none', 'none', 'all_offensive', 'all_offensive', 'all_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
cookies,130785,-30,2,"[2, 2, 2, 1, 2]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
rap,1470429,1218,1,"[2, 3, 2, 1, 1]",1.8,0.748331477,"['none', 'none', 'non_offensive', 'non_offensive', 'none']",8,familiar_no,opinion,proper_noun_no,formal_no
deathcore,4151022,227,1,"[3, 2, 2, 2, 3]",2.4,0.489897949,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
jack,3606532,7493,0,"[2, 3, 2, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'non_offensive', 'none']",7,familiar_no,both,proper_noun_no,formal_yes
closet,832580,353,0,"[1, 2, 2, 3, 2]",2,0.632455532,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'none']",3,familiar_yes,meaning,proper_noun_no,formal_yes
kj,252719,70,0,"[3, 3, 3, 2, 2]",2.6,0.489897949,"['none', 'none', 'non_offensive', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
strapped up,2856670,15,1,"[1, 2, 2, 3, 3]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",1,familiar_no,meaning,proper_noun_no,formal_no
depression,1267846,4175,1,"[3, 1, 3, 1, 1]",1.8,0.979795897,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_yes
yayo,791165,-25,2,"[1, 2, 3, 1, 2]",1.8,0.748331477,"['none', 'non_offensive', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
shrek,625988,1367,0,"[3, 3, 2, 3, 3]",2.8,0.4,"['none', 'non_offensive', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
crunk,1524992,-23,2,"[3, 2, 3, 3, 2]",2.6,0.489897949,"['none', 'none', 'none', 'non_offensive', 'non_offensive']",8,familiar_no,both,proper_noun_no,formal_no
spek,224305,-5,2,"[3, 3, 3, 3, 3]",3,0,"['none', 'all_offensive', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
devil child,3020402,28,0,"[2, 2, 3, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
facebook,1053043,7801,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'non_offensive', 'none']",8,familiar_no,opinion,proper_noun_yes,formal_yes
deviantart,758716,88,2,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",5,familiar_yes,meaning,proper_noun_yes,formal_yes
wales,2662448,-36,2,"[1, 3, 1, 1, 1]",1.4,0.8,"['none', 'non_offensive', 'none', 'none', 'none']",5,familiar_no,opinion,proper_noun_yes,formal_yes
darth,823120,-60,2,"[1, 3, 2, 2, 2]",2,0.632455532,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
noob,3879474,9,2,"[1, 1, 3, 1, 2]",1.6,0.8,"['none', 'all_offensive', 'none', 'all_offensive', 'all_offensive']",8,familiar_no,meaning,proper_noun_no,formal_no
flop,58475,684,0,"[1, 3, 3, 3, 2]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_yes,meaning,proper_noun_no,formal_no
bogue,1245819,137,0,"[3, 3, 3, 1, 2]",2.4,0.8,"['non_offensive', 'none', 'non_offensive', 'none', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
windows,138685,3443,0,"[1, 3, 1, 2, 1]",1.6,0.8,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_no,formal_yes
slore,832925,461,1,"[3, 3, 2, 3, 3]",2.8,0.4,"['none', 'all_offensive', 'all_offensive', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
tfb,2860803,10,1,"[2, 1, 2, 2, 2]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,both,proper_noun_no,formal_no
oreo,1591677,2255,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,opinion,proper_noun_no,formal_no
easter,2427283,228,1,"[2, 2, 2, 3, 2]",2.2,0.4,"['none', 'none', 'none', 'non_offensive', 'none']",5,familiar_no,opinion,proper_noun_no,formal_no
twospace,3098009,-4,2,"[2, 3, 2, 3, 1]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",1,familiar_no,meaning,proper_noun_yes,formal_yes
squid,1770931,-6,2,"[3, 3, 2, 2, 3]",2.6,0.489897949,"['none', 'none', 'none', 'non_offensive', 'none']",7,familiar_yes,both,proper_noun_yes,formal_yes
wigga,33510,2074,0,"[1, 3, 1, 1, 1]",1.4,0.8,"['none', 'all_offensive', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
