word,defid,score,place,rankings,average_ranking,std_ranking,equal,log_bin,familiar,meaning_opinion,proper_noun,formal
social,1478512,90,1,"[3, 2, 3, 2, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
codger,4366631,34,1,"[2, 3, 3, 3, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
the cave,866113,11,0,"[1, 1, 1, 1, 1]",1,0,"['all_offensive', 'none', 'all_offensive', 'all_offensive', 'all_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
pussy,125802,20781,1,"[3, 3, 2, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_no
melanie,2796853,3527,0,"[2, 3, 1, 1, 2]",1.8,0.748331477,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,both,proper_noun_yes,formal_no
cram,145384,153,1,"[2, 1, 3, 2, 3]",2.2,0.748331477,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_yes
kobe,1059205,1478,0,"[2, 1, 1, 1, 1]",1.2,0.4,"['none', 'none', 'non_offensive', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
radtastic,2089552,31,1,"[1, 3, 3, 3, 3]",2.6,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
billion,1135689,13,1,"[3, 3, 3, 1, 3]",2.6,0.8,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",2,familiar_yes,meaning,proper_noun_no,formal_yes
whore,4793,4835,1,"[3, 2, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",8,familiar_yes,meaning,proper_noun_no,formal_no
scrilla,1784398,16,2,"[2, 1, 3, 2, 3]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
law school,2205435,354,0,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'none', 'non_offensive']",3,familiar_no,opinion,proper_noun_no,formal_unclear
biatch,233760,-15,2,"[1, 1, 2, 3, 1]",1.6,0.8,"['none', 'none', 'all_offensive', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
george w. bush,230029,8682,1,"[2, 3, 2, 2, 2]",2.2,0.4,"['all_offensive', 'none', 'none', 'all_offensive', 'none']",8,familiar_no,opinion,proper_noun_yes,formal_no
zilch,4074593,-26,2,"[2, 3, 3, 2, 2]",2.4,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
wales,1816625,583,1,"[3, 2, 2, 2, 2]",2.2,0.4,"['none', 'non_offensive', 'none', 'none', 'none']",5,familiar_no,opinion,proper_noun_yes,formal_no
tooled out,1739776,3,1,"[2, 2, 2, 2, 3]",2.2,0.4,"['all_offensive', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
colorguard,1152543,520,1,"[3, 3, 3, 3, 3]",3,0,"['all_offensive', 'none', 'none', 'none', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_unclear
gayhole,2724857,9,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'all_offensive', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
dime,164054,3192,0,"[1, 2, 1, 1, 2]",1.4,0.489897949,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_yes
chinzan,2191024,0,2,"[2, 1, 2, 2, 3]",2,0.632455532,"['non_offensive', 'non_offensive', 'all_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_yes
england,2042936,828,0,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,both,proper_noun_yes,formal_yes
tyrone biggums,607369,945,0,"[2, 2, 2, 1, 3]",2,0.632455532,"['none', 'all_offensive', 'all_offensive', 'non_offensive', 'all_offensive']",3,familiar_no,both,proper_noun_yes,formal_yes
xanga,1354005,176,2,"[1, 2, 1, 1, 1]",1.2,0.4,"['none', 'all_offensive', 'none', 'none', 'none']",5,familiar_no,opinion,proper_noun_no,formal_no
unicorning,8099267,0,2,"[3, 2, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
yo mama,5152416,10,2,"[1, 2, 1, 1, 1]",1.2,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
chaud,2843047,-1,2,"[3, 2, 1, 2, 3]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
chingy,657431,278,1,"[2, 1, 2, 2, 1]",1.6,0.489897949,"['all_offensive', 'none', 'none', 'none', 'all_offensive']",6,familiar_no,opinion,proper_noun_yes,formal_no
lauren,2744430,10961,0,"[2, 3, 2, 2, 2]",2.2,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",7,familiar_no,both,proper_noun_yes,formal_unclear
jank,4709013,-4,2,"[1, 1, 1, 2, 2]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
mostestest,2446082,31,0,"[2, 1, 3, 2, 2]",2,0.632455532,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_yes
mung,1093154,3569,0,"[1, 1, 2, 1, 1]",1.2,0.4,"['none', 'all_offensive', 'none', 'none', 'all_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
lobster,1403217,536,0,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'none', 'none', 'non_offensive', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_yes
waffle house,4167788,15,2,"[2, 1, 1, 1, 1]",1.2,0.4,"['all_offensive', 'none', 'non_offensive', 'non_offensive', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
underground,1192507,919,0,"[3, 2, 3, 1, 1]",2,0.894427191,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_yes,meaning,proper_noun_no,formal_yes
chicken,1180537,1603,0,"[1, 2, 3, 3, 3]",2.4,0.8,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
cock nose,831400,-8,1,"[3, 3, 2, 2, 1]",2.2,0.748331477,"['all_offensive', 'none', 'none', 'all_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
bone,250937,1485,0,"[1, 1, 2, 1, 2]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
mustang,225062,862,0,"[1, 2, 1, 1, 1]",1.2,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_yes
shallow,6653065,14,2,"[1, 3, 1, 1, 2]",1.6,0.8,"['non_offensive', 'non_offensive', 'all_offensive', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
chief,1162479,-5,2,"[2, 1, 1, 2, 1]",1.4,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
pisco,1990916,21,2,"[1, 1, 2, 2, 2]",1.6,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,opinion,proper_noun_no,formal_no
duff,25336,3461,0,"[2, 1, 1, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
oreo,1531066,1827,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
police,2193194,3970,0,"[3, 3, 2, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,opinion,proper_noun_no,formal_yes
bob,110461,1208,0,"[3, 2, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
soccer mom,4994696,25,2,"[2, 3, 1, 1, 3]",2,0.894427191,"['all_offensive', 'all_offensive', 'all_offensive', 'none', 'all_offensive']",7,familiar_no,both,proper_noun_no,formal_no
true dat,325647,216,1,"[2, 2, 3, 2, 3]",2.4,0.489897949,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
yak town,4105517,-30,2,"[1, 3, 1, 1, 1]",1.4,0.8,"['none', 'non_offensive', 'none', 'none', 'non_offensive']",1,familiar_no,meaning,proper_noun_no,formal_no
womp,5188239,188,1,"[1, 1, 1, 3, 3]",1.8,0.979795897,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
french breakfast,5868228,0,1,"[2, 2, 2, 2, 1]",1.8,0.4,"['none', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
blood diamond,4123956,-44,2,"[3, 3, 1, 2, 3]",2.4,0.8,"['none', 'none', 'all_offensive', 'all_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
fudging,5926947,24,0,"[2, 2, 2, 2, 1]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
sharpe,2338382,18,0,"[3, 3, 2, 3, 3]",2.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
soccer mom,226093,7139,0,"[1, 2, 2, 3, 2]",2,0.632455532,"['all_offensive', 'all_offensive', 'all_offensive', 'none', 'all_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
jackhole,367753,143,0,"[1, 1, 1, 2, 3]",1.6,0.8,"['none', 'none', 'none', 'none', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
trollmaul,1429980,118,0,"[2, 2, 3, 3, 3]",2.6,0.489897949,"['non_offensive', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
oi,119272,409,1,"[3, 2, 2, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_no
sarah,2016151,11314,0,"[3, 1, 3, 1, 3]",2.2,0.979795897,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",8,familiar_yes,meaning,proper_noun_yes,formal_no
bamf,317036,3937,0,"[1, 2, 1, 2, 2]",1.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_no
chicago,1006319,-333,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'non_offensive']",6,familiar_no,both,proper_noun_yes,formal_yes
pisco,1475501,78,1,"[2, 2, 3, 1, 1]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
thot,6694497,16804,0,"[1, 2, 2, 1, 3]",1.8,0.748331477,"['all_offensive', 'none', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_no
gouda,2155377,1,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
tart,84619,1407,1,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'all_offensive', 'non_offensive', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
vidiot,2430295,-4,2,"[1, 3, 1, 3, 3]",2.2,0.979795897,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
yo mama,746409,397,1,"[2, 1, 2, 2, 2]",1.8,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
bombaclat,582285,-369,2,"[2, 3, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
rusty venture,5381713,1407,0,"[1, 1, 2, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
four letter word,1967616,49,1,"[3, 2, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_yes,meaning,proper_noun_yes,formal_yes
aubrey,1970207,907,0,"[3, 2, 2, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_yes
imbecile,881057,638,0,"[2, 1, 2, 1, 1]",1.4,0.489897949,"['non_offensive', 'none', 'none', 'none', 'none']",3,familiar_yes,meaning,proper_noun_no,formal_yes
feminism,4542044,30278,0,"[2, 3, 3, 2, 3]",2.6,0.489897949,"['non_offensive', 'none', 'non_offensive', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
architecture,2581586,-42,2,"[1, 3, 1, 2, 1]",1.6,0.8,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
yoda,51241,1573,0,"[3, 3, 3, 3, 2]",2.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
q,4914076,412,0,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
corey,1190286,595,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
slipknot,210872,1117,1,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_yes
nipple,1158905,498,1,"[2, 3, 2, 2, 3]",2.4,0.489897949,"['non_offensive', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
horseback riding,2584758,476,0,"[3, 3, 2, 3, 1]",2.4,0.8,"['none', 'none', 'none', 'none', 'none']",2,familiar_yes,both,proper_noun_no,formal_yes
new moon,3382389,62,2,"[2, 2, 3, 2, 3]",2.4,0.489897949,"['non_offensive', 'none', 'none', 'non_offensive', 'all_offensive']",3,familiar_yes,meaning,proper_noun_no,formal_no
meatwad,1892189,91,2,"[1, 3, 2, 1, 1]",1.6,0.8,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
nig,625432,2385,0,"[2, 3, 3, 2, 1]",2.2,0.748331477,"['non_offensive', 'none', 'non_offensive', 'all_offensive', 'all_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
stunna,327175,-52,2,"[1, 1, 2, 1, 2]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,both,proper_noun_no,formal_no
bbb,7033516,21,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,meaning,proper_noun_yes,formal_unclear
sass,5767810,223,1,"[2, 3, 2, 3, 2]",2.4,0.489897949,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
axis of evil,882913,180,1,"[3, 2, 2, 2, 2]",2.2,0.4,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_yes
swoob,7812215,0,1,"[3, 1, 2, 1, 1]",1.6,0.8,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'all_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
random,1160111,971,1,"[1, 2, 1, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,opinion,proper_noun_no,formal_no
wayne rooney,1845373,437,0,"[3, 3, 2, 3, 3]",2.8,0.4,"['none', 'none', 'all_offensive', 'all_offensive', 'none']",4,familiar_no,opinion,proper_noun_yes,formal_no
gothic,306576,13,2,"[3, 1, 2, 2, 3]",2.2,0.748331477,"['non_offensive', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_yes
duck butter,102182,-13,2,"[2, 3, 1, 3, 3]",2.4,0.8,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'all_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
rainbow,207814,322,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_yes
american eagle,1426196,1091,1,"[1, 1, 1, 3, 1]",1.4,0.8,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",6,familiar_yes,both,proper_noun_yes,formal_no
i'm game,624218,229,0,"[2, 3, 3, 3, 2]",2.6,0.489897949,"['none', 'none', 'non_offensive', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
bridge to nowhere,3378612,6,2,"[3, 1, 1, 3, 3]",2.2,0.979795897,"['none', 'none', 'none', 'all_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_yes
michael,1852714,4712,1,"[1, 3, 3, 1, 3]",2.2,0.979795897,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",7,familiar_no,opinion,proper_noun_yes,formal_unclear
suicide,29994,8401,0,"[2, 3, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
debra,4556524,904,0,"[3, 1, 1, 1, 2]",1.6,0.8,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",3,familiar_no,opinion,proper_noun_yes,formal_unclear
yu-gi-oh!,261165,-27,2,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
chronic,827228,1215,1,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
boston,2758397,-90,2,"[1, 2, 1, 3, 2]",1.8,0.748331477,"['none', 'all_offensive', 'none', 'none', 'all_offensive']",6,familiar_no,both,proper_noun_yes,formal_yes
oj,4089628,-39,2,"[2, 2, 2, 2, 3]",2.2,0.4,"['none', 'none', 'none', 'non_offensive', 'none']",5,familiar_yes,meaning,proper_noun_yes,formal_yes
austin,2928854,1425,1,"[2, 3, 3, 3, 3]",2.8,0.4,"['all_offensive', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
harnish,1869864,-1,0,"[3, 2, 3, 3, 2]",2.6,0.489897949,"['all_offensive', 'all_offensive', 'none', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
dead kennedys,3074012,654,0,"[3, 1, 1, 1, 1]",1.4,0.8,"['none', 'non_offensive', 'none', 'none', 'non_offensive']",4,familiar_yes,opinion,proper_noun_yes,formal_yes
jonas brothers,4660834,21,2,"[1, 2, 3, 2, 2]",2,0.632455532,"['all_offensive', 'all_offensive', 'none', 'all_offensive', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
poser,128262,7132,0,"[2, 2, 2, 3, 1]",2,0.632455532,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",8,familiar_yes,meaning,proper_noun_no,formal_no
fts,4403880,-21,2,"[1, 1, 1, 1, 1]",1,0,"['all_offensive', 'none', 'none', 'all_offensive', 'all_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
crazy town,2991439,12,0,"[2, 3, 3, 3, 2]",2.6,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
darth,1660517,101,1,"[2, 1, 1, 3, 1]",1.6,0.8,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
goblin,1254675,-13,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'all_offensive', 'none', 'none']",5,familiar_yes,both,proper_noun_no,formal_no
zinc,1352431,16,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",2,familiar_yes,meaning,proper_noun_no,formal_yes
kelly,4660880,129,2,"[2, 2, 3, 3, 2]",2.4,0.489897949,"['none', 'non_offensive', 'non_offensive', 'none', 'none']",6,familiar_yes,meaning,proper_noun_yes,formal_yes
hodor,2566276,482,1,"[2, 2, 1, 1, 2]",1.6,0.489897949,"['non_offensive', 'none', 'none', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
shannon,5355327,-16,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'non_offensive', 'non_offensive', 'none', 'none']",6,familiar_no,opinion,proper_noun_yes,formal_yes
askhole,1316007,4490,0,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'non_offensive', 'none', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
uber,424019,1887,1,"[1, 1, 3, 1, 3]",1.8,0.979795897,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
paloma,1569923,561,0,"[1, 3, 3, 2, 2]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
sauve,7161754,4,1,"[3, 3, 3, 2, 3]",2.8,0.4,"['all_offensive', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
methuselah,518425,21,0,"[2, 2, 2, 3, 1]",2,0.632455532,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
emerald,4678356,292,0,"[3, 3, 3, 3, 3]",3,0,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",3,familiar_no,opinion,proper_noun_no,formal_unclear
"knerdle, or knurdle or nerdle or nurdle",235967,6,1,"[2, 2, 3, 3, 3]",2.6,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",1,familiar_no,meaning,proper_noun_no,formal_no
rule 37,3646633,-409,2,"[1, 1, 2, 1, 1]",1.2,0.4,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
michigan,1041562,1721,1,"[3, 3, 2, 3, 3]",2.8,0.4,"['none', 'non_offensive', 'all_offensive', 'non_offensive', 'none']",6,familiar_no,opinion,proper_noun_yes,formal_yes
brown wings,2737457,12,2,"[1, 2, 3, 3, 3]",2.4,0.8,"['non_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
tooled out,2990495,9,0,"[3, 1, 1, 1, 1]",1.4,0.8,"['all_offensive', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
bump,26571,719,1,"[1, 2, 3, 1, 1]",1.6,0.8,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
nugget,321426,0,2,"[2, 3, 1, 2, 3]",2.2,0.748331477,"['non_offensive', 'all_offensive', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
hot boxing,7925187,14,2,"[3, 2, 1, 3, 3]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
paris hilton,5050391,-30,2,"[2, 2, 3, 3, 3]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",8,familiar_no,meaning,proper_noun_yes,formal_no
monkey,1012065,1574,0,"[1, 2, 1, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,opinion,proper_noun_no,formal_no
reggaeton,4278609,1042,0,"[2, 2, 3, 2, 3]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,opinion,proper_noun_yes,formal_yes
poob,3591054,-13,2,"[1, 3, 2, 1, 1]",1.6,0.8,"['none', 'all_offensive', 'none', 'all_offensive', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
you lie!,4230969,293,1,"[2, 1, 2, 2, 2]",1.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,both,proper_noun_no,formal_no
psp,1146368,501,1,"[3, 1, 3, 3, 3]",2.6,0.8,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",6,familiar_yes,meaning,proper_noun_no,formal_yes
bug juice,1513847,66,1,"[1, 3, 3, 2, 3]",2.4,0.8,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",3,familiar_no,both,proper_noun_no,formal_no
whitney,3085063,2104,0,"[3, 3, 2, 3, 2]",2.6,0.489897949,"['none', 'none', 'none', 'non_offensive', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
bam,609321,292,0,"[3, 1, 2, 1, 1]",1.6,0.8,"['none', 'non_offensive', 'none', 'none', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
lime,11361,83,2,"[2, 2, 3, 1, 3]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'all_offensive', 'non_offensive']",5,familiar_yes,opinion,proper_noun_yes,formal_yes
daniel,3789569,4072,1,"[2, 2, 2, 3, 3]",2.4,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",6,familiar_no,both,proper_noun_yes,formal_no
noob,2263894,3072,1,"[2, 2, 2, 2, 1]",1.8,0.4,"['none', 'all_offensive', 'none', 'all_offensive', 'all_offensive']",8,familiar_no,meaning,proper_noun_no,formal_no
girls gone wild,19032,-14,2,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_yes,formal_unclear
nutella,1736114,-66,2,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_yes,meaning,proper_noun_yes,formal_yes
ca,1160578,157,0,"[3, 3, 1, 3, 2]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",3,familiar_yes,meaning,proper_noun_yes,formal_yes
crepes,1513744,110,0,"[1, 2, 2, 2, 2]",1.8,0.4,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
potato,4643043,-10,2,"[1, 3, 3, 1, 1]",1.8,0.979795897,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
keane,1081734,258,1,"[2, 2, 3, 2, 2]",2.2,0.4,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",3,familiar_no,both,proper_noun_no,formal_no
retarded,7249934,130,1,"[1, 1, 2, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,meaning,proper_noun_no,formal_no
dime,11997,1683,1,"[2, 1, 3, 3, 3]",2.4,0.8,"['non_offensive', 'non_offensive', 'none', 'none', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
