definition,log_bin,score,word,freq,familiar,familiar_1,familiar_2,familiar_3,formal,formal_1,formal_2,formal_3,meaning_opinion,meaning_opinion_1,meaning_opinion_2,meaning_opinion_3,proper_noun,proper_noun_1,proper_noun_2,proper_noun_3
107222,3,-15,dude ranch,11,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
569781,4,143,grebo,19,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
901817,6,1411,barney,95,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_yes,formal_no,formal_no,both,both,opinion,both,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
36505,8,4908,skeet,277,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6952989,1,4,powow,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_unclear,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2321954,2,-35,eunuchorn,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
106650,6,-6,brb,70,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
192253,2,27,all about,7,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2310717,2,67,dallas stars,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,both,meaning,both,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
1050420,5,164,bloody mary,40,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
355121,6,739,yoda,69,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
1820234,7,4917,ryan,250,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,opinion,meaning,proper_noun_yes,proper_noun_no,proper_noun_yes,proper_noun_yes
6049933,6,4,dad,64,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1000145,3,4,niggarette,11,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6532287,2,-5,lito,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1856659,4,248,tfb,23,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,both,opinion,both,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
3597428,1,15,junk ball,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
14749,6,13,blood,91,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
8364426,4,0,q-tip,25,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
132572,5,598,fts,47,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5439801,7,-1,bird,150,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_yes,formal_no,formal_yes,formal_yes,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
1928711,1,58,texas left,3,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
5259433,2,-4,dr. d,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,both,both,meaning,opinion,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
819953,6,2576,slash,94,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
4445794,2,-12,flamed up,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
7736919,2,-3,yof,4,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
1053684,4,136,meesh,16,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1427146,4,-91,grebo,19,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,opinion,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5872137,7,28,adam,160,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,opinion,opinion,both,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
7935,6,2130,kewl,73,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_unclear,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5398917,3,113,puddi,14,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3606381,3,37,ghetto fab,8,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_yes,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
3457256,4,-3,snoot,21,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1297165,7,7509,hell,193,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,opinion,opinion,meaning,opinion,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
2641708,4,36,fat boy,16,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
820418,8,6957,pimp,297,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
171399,5,998,dirty south,45,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1138723,5,-34,homer,42,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2577765,6,110,crusty,88,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
763840,7,2118,pop,160,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5588222,7,5571,andrew,169,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,opinion,opinion,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
1700050,0,-1,borievic,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,both,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1398535,6,287,rag,64,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
85391,7,3,wanksta,180,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
3126437,7,-1,buck,129,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
46928,5,1453,opeth,43,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,both,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
4859000,0,2,career-homicide,1,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,both,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6749541,3,13,jak,11,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
51969,4,276,waffle house,21,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
786873,2,-268,hot tottie,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,both,meaning,both,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5253653,7,109,biff,128,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2649155,5,93,shemale,37,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
374452,7,1098,college,128,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
686762,6,-49,buffalo,71,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,both,both,opinion,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
2829396,0,1,scoots56,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
7959932,3,-1,fudging,8,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4831717,1,23,professional victim,3,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1467727,4,156,force,22,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1331328,6,3667,fox news,86,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
108906,5,1035,opeth,43,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,opinion,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
6339007,1,2,snowmoboarding,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1127379,3,303,david letterman,8,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,opinion,proper_noun_yes,proper_noun_no,proper_noun_yes,proper_noun_yes
2156729,2,111,stick figure,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5914695,5,-1,doop,47,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
8838810,1,2,fuck flop,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1520482,5,284,hamburger,33,familiar_no,familiar_yes,familiar_no,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
7102565,1,2,ghost fingers,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4976983,0,3,bejanusing,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
498902,3,70,thnikkaman,13,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_unclear,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
607369,3,945,tyrone biggums,10,familiar_no,familiar_yes,familiar_no,familiar_no,formal_yes,formal_yes,formal_yes,formal_unclear,both,opinion,meaning,both,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
5799859,6,1910,taint,123,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3124403,8,6291,sarah,279,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
1966295,7,-9,ass,206,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
3149409,7,1469,kyle,175,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_unclear,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
3391949,1,33,tiger bite,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1119266,4,24,fabulous,22,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4062517,1,49,house frau,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3972268,1,153,petrina,2,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,opinion,opinion,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
303854,4,480,real world,24,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,both,both,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
2771158,7,2287,cake,210,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_unclear,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3058400,7,5847,sydney,138,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
12612,8,7525,asshole,264,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
461756,1,-12,flat out like a lizard drinkin,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
7324109,2,4,cilantro,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6983406,8,3,bitch,443,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_no,formal_no,formal_no,formal_no,both,opinion,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
627662,1,0,pooneck,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
953997,8,6593,hot topic,273,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
9954,7,5231,peta,141,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5391373,4,102,bart,29,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
6804371,0,32,hola chica guapa,1,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1006319,6,-333,chicago,98,familiar_no,familiar_no,familiar_yes,familiar_no,formal_yes,formal_no,formal_yes,formal_yes,both,meaning,both,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
3260503,1,-16,whippernipple,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5562746,5,1663,chocolate,54,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
256216,8,4495,green day,305,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
783080,7,2377,atheist,242,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_yes,opinion,meaning,opinion,opinion,proper_noun_yes,proper_noun_no,proper_noun_yes,proper_noun_yes
407665,5,2787,dro,34,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6585806,6,31,daniel,101,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,opinion,opinion,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
4140684,0,0,rumbrow,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
585341,7,16312,guido,130,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_unclear,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2439584,6,-81,randy,73,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_no,proper_noun_yes,proper_noun_yes
1706802,5,751,mit,32,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4409304,6,6156,islam,87,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,both,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
966581,0,-4,e-tears,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
989645,7,5717,suicide,158,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_yes,formal_yes,formal_yes,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4356751,8,162,vpilf,266,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_no,formal_no,formal_no,formal_no,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
7623147,6,4,clutch,98,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2829259,2,15,ftv,6,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5034984,6,-7,1337,123,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_unclear,formal_no,meaning,meaning,both,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
3627477,4,596,aubrey,21,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
1545143,2,-178,segue,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3943055,1,-4,tiger bite,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3852649,7,-163,anime,171,familiar_no,familiar_no,familiar_yes,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5803139,3,35,thread,8,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4624085,7,94,katie,192,familiar_no,familiar_no,familiar_no,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,opinion,opinion,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
1073560,6,8961,internet explorer,67,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_yes,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
3110789,7,7710,nicole,150,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,opinion,proper_noun_yes,proper_noun_no,proper_noun_yes,proper_noun_yes
650617,4,147,gription,28,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6686639,5,-3,merk,62,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_unclear,opinion,opinion,meaning,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
4653553,5,2355,benjamin,49,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_yes,opinion,opinion,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
2669955,1,7,putty face,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
3582014,7,7097,edward cullen,151,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
1507739,2,-3,value village,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,both,both,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
5411029,0,1,waterford works,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
124581,3,-23,clingon,11,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1837970,3,101,katie holmes,14,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_yes,formal_no,formal_no,opinion,opinion,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
6195278,1,0,boyfh,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6694497,7,16804,thot,157,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
